"","fw","rw","sum"
"22894",NA,NA,NA
"22895",NA,NA,NA
"22896",NA,NA,NA
"22897",NA,NA,NA
"22898",NA,NA,NA
"22899",NA,NA,NA
"22900",NA,NA,NA
"22901",NA,NA,NA
"22902",NA,NA,NA
"22903",NA,NA,NA
"22904",NA,NA,NA
"22905",NA,NA,NA
"22906",NA,NA,NA
"22907",NA,NA,NA
"22908",NA,NA,NA
"22909",NA,NA,NA
"22910",NA,NA,NA
"22911",NA,NA,NA
"22912",NA,NA,NA
"22913",NA,NA,NA
"22914",0,31.4,31.4
"22915",0,31.4,31.4
"22916",37.95,7.85,45.8
"22917",37.95,7.85,45.8
"22918",0,25.47,25.47
"22919",0,25.47,25.47
"22920",0,7.85,7.85
"22921",7.85,100.72,108.57
"22922",0,31.4,31.4
"22923",30.1,15.7,45.8
"22924",7.85,15.7,23.55
"22925",0,NA,NA
"22926",0,NA,NA
"22927",30.1,NA,NA
"22928",0,31.4,31.4
"22929",0,53,53
"22930",0,107.44,107.44
"22931",NA,1281.3,NA
"22932",663.5,1210.1,1873.6
"22933",NA,323.45,NA
"22934",NA,323.45,NA
"22935",663.5,323.45,986.95
"22936",663.5,901.7,1565.2
"22937",1201.2,416.5,1617.7
"22938",1201.2,416.5,1617.7
"22939",1093.5,747.65,1841.15
"22940",1207.4,891.95,2099.35
"22941",1207.4,663.65,1871.05
"22942",1207.4,855,2062.4
"22943",1207.4,855,2062.4
"22944",1207.4,855,2062.4
"22945",767,567.82,1334.82
"22946",1148.9,285.25,1434.15
"22947",1207.4,855,2062.4
"22948",412.8,567.82,980.62
"22949",1207.4,1028.75,2236.15
"22950",1223.1,830.3,2053.4
"22951",1207.4,891.95,2099.35
"22952",1207.4,855,2062.4
"22953",347,567.82,914.82
"22954",1207.4,1028.75,2236.15
"22955",1207.4,891.95,2099.35
"22956",1268.3,567.82,1836.12
"22957",1268.3,567.82,1836.12
"22958",1207.4,891.95,2099.35
"22959",1207.4,1028.75,2236.15
"22960",347,567.82,914.82
"22961",NA,567.82,NA
"22962",NA,567.82,NA
"22963",1093.5,911.42,2004.92
"22964",1093.5,1764.92,2858.42
"22965",1093.5,663.65,1757.15
"22966",1093.5,663.65,1757.15
"22967",1093.5,663.65,1757.15
"22968",1093.5,663.65,1757.15
"22969",1093.5,663.65,1757.15
"22970",1093.5,938.35,2031.85
"22971",1093.5,NA,NA
"22972",1093.5,NA,NA
"22973",1008.5,285.25,1293.75
"22974",1008.5,285.25,1293.75
"22975",663.5,323.45,986.95
"22976",663.5,323.45,986.95
"22977",663.5,323.45,986.95
"22978",663.5,323.45,986.95
"22979",663.5,323.45,986.95
"22980",492.3,855,1347.3
"22981",NA,567.82,NA
"22982",NA,567.82,NA
"22983",NA,567.82,NA
"22984",NA,567.82,NA
"22985",412.8,567.82,980.62
"22986",424.2,1300.5,1724.7
"22987",424.2,1300.5,1724.7
"22988",663.5,323.45,986.95
"22989",663.5,222.47,885.97
"22990",663.5,204.85,868.35
"22991",NA,567.82,NA
"22992",NA,323.45,NA
"22993",347,391.3,738.3
"22994",562.5,901.7,1464.2
"22995",492.1,285.25,777.35
"22996",1120.8,213.7,1334.5
"22997",1201.2,248.65,1449.85
"22998",1201.2,248.65,1449.85
"22999",1207.4,592.45,1799.85
"23000",1207.4,592.45,1799.85
"23001",562.5,901.7,1464.2
"23002",1201.2,1187.35,2388.55
"23003",1207.4,1187.35,2394.75
"23004",1207.4,1268.35,2475.75
"23005",1201.2,1028.75,2229.95
"23006",1207.4,332.65,1540.05
"23007",1248.2,332.65,1580.85
"23008",1207.4,332.65,1540.05
"23009",1118,567.82,1685.82
"23010",418.3,567.82,986.12
"23011",NA,468.02,NA
"23012",992.7,285.25,1277.95
"23013",466.85,378.85,845.7
"23014",317.85,352.45,670.3
"23015",303.1,1724.2,2027.3
"23016",NA,NA,NA
"23017",435.5,NA,NA
"23018",435.5,NA,NA
"23019",435.5,NA,NA
"23020",NA,NA,NA
"23021",435.5,NA,NA
"23022",NA,NA,NA
"23023",435.5,NA,NA
"23024",435.5,NA,NA
"23025",435.5,NA,NA
"23026",435.5,NA,NA
"23027",435.5,NA,NA
"23028",435.5,NA,NA
"23029",NA,NA,NA
"23030",435.5,NA,NA
"23031",435.5,NA,NA
"23032",435.5,NA,NA
"23033",435.5,NA,NA
"23034",435.5,NA,NA
"23035",435.5,NA,NA
"23036",NA,NA,NA
"23037",435.5,NA,NA
"23038",435.5,NA,NA
"23039",435.5,NA,NA
"23040",435.5,NA,NA
"23041",435.5,NA,NA
"23042",435.5,NA,NA
"23043",435.5,NA,NA
"23044",435.5,NA,NA
"23045",435.5,NA,NA
"23046",435.5,NA,NA
"23047",435.5,NA,NA
"23048",435.5,NA,NA
"23049",435.5,NA,NA
"23050",435.5,NA,NA
"23051",435.5,NA,NA
"23052",435.5,NA,NA
"23053",435.5,NA,NA
"23054",435.5,NA,NA
"23055",1054.85,764.66,1819.51
"23056",NA,1832.8,NA
"23057",NA,1832.8,NA
"23058",2083.8,562.51,2646.31
"23059",NA,1832.8,NA
"23060",642.3,1420.9,2063.2
"23061",NA,502.76,NA
"23062",NA,502.76,NA
"23063",1260,1220.1,2480.1
"23064",1260,1220.1,2480.1
"23065",1260,1220.1,2480.1
"23066",1260,1220.1,2480.1
"23067",NA,1220.1,NA
"23068",1260,1220.1,2480.1
"23069",NA,502.76,NA
"23070",NA,502.76,NA
"23071",NA,502.76,NA
"23072",NA,502.76,NA
"23073",293.15,1220.1,1513.25
"23074",NA,1311.7,NA
"23075",NA,1255.1,NA
"23076",118.8,448.3,567.1
"23077",545.4,622.26,1167.66
"23078",118.8,877.11,995.91
"23079",346.8,356.75,703.55
"23080",456.5,1311.7,1768.2
"23081",118.8,429.28,548.08
"23082",397.2,708.5,1105.7
"23083",1532,1039.5,2571.5
"23084",517.4,1105.35,1622.75
"23085",NA,671.45,NA
"23086",96.5,492.7,589.2
"23087",432.8,301.25,734.05
"23088",1237.75,346,1583.75
"23089",421.8,960.5,1382.3
"23090",277.35,969.8,1247.15
"23091",480.9,1220.1,1701
"23092",934.95,1220.1,2155.05
"23093",1255.9,1220.1,2476
"23094",489.5,1220.1,1709.6
"23095",757.65,NA,NA
"23096",815.6,NA,NA
"23097",328.25,395.4,723.65
"23098",675.1,505.01,1180.11
"23099",905.2,479.55,1384.75
"23100",801.45,580.95,1382.4
"23101",983.4,1181.91,2165.31
"23102",293.15,476.2,769.35
"23103",250.4,416.8,667.2
"23104",75,380.15,455.15
"23105",741.75,646.2,1387.95
"23106",931.8,1103.75,2035.55
"23107",358.2,380.15,738.35
"23108",450.95,381.4,832.35
"23109",548.5,585.32,1133.82
"23110",1104.1,2170.2,3274.3
"23111",201.6,1559.6,1761.2
"23112",582.35,NA,NA
"23113",NA,430.4,NA
"23114",329.85,NA,NA
"23115",329.85,NA,NA
"23116",NA,NA,NA
"23117",223.25,269.85,493.1
"23118",329.85,NA,NA
"23119",NA,430.85,NA
"23120",329.85,NA,NA
"23121",393.35,1448.9,1842.25
"23122",NA,788.02,NA
"23123",7.85,60.78,68.63
"23124",7.85,60.78,68.63
"23125",1626.1,1217.4,2843.5
"23126",NA,520.12,NA
"23127",702,812.3,1514.3
"23128",980.3,NA,NA
"23129",574.8,996.54,1571.34
"23130",597.35,238.45,835.8
"23131",559.75,525.4,1085.15
"23132",559.75,525.4,1085.15
"23133",559.75,525.4,1085.15
"23134",1071.05,1217.4,2288.45
"23135",1634.55,1035.22,2669.77
"23136",1177.55,1017.6,2195.15
"23137",508,1253,1761
"23138",NA,1253,NA
"23139",599.6,1253,1852.6
"23140",1744.55,810.3,2554.85
"23141",983.75,2125.32,3109.07
"23142",636.9,1217.4,1854.3
"23143",1683.2,868.54,2551.74
"23144",564.8,2107.7,2672.5
"23145",564.8,2107.7,2672.5
"23146",564.8,2107.7,2672.5
"23147",564.8,2107.7,2672.5
"23148",564.8,772.1,1336.9
"23149",564.8,2107.7,2672.5
"23150",557.35,1289,1846.35
"23151",557.35,1289,1846.35
"23152",557.35,1289,1846.35
"23153",498.55,852.65,1351.2
"23154",498.55,803.5,1302.05
"23155",686,2146.3,2832.3
"23156",686,2177.7,2863.7
"23157",686,2177.7,2863.7
"23158",577.5,2177.7,2755.2
"23159",557.35,2942.8,3500.15
"23160",498.55,2942.8,3441.35
"23161",498.55,2942.8,3441.35
"23162",548.25,NA,NA
"23163",548.25,2139.1,2687.35
"23164",548.25,2139.1,2687.35
"23165",670.6,2183.5,2854.1
"23166",NA,1253,NA
"23167",619.75,2942.8,3562.55
"23168",506,2183.5,2689.5
"23169",669.45,285.6,955.05
"23170",515.1,2091.9,2607
"23171",515.1,359.65,874.75
"23172",678.55,1018.2,1696.75
"23173",35.6,7.85,43.45
"23174",0,49.02,49.02
"23175",35.6,31.4,67
"23176",0,7.85,7.85
"23177",0,70.62,70.62
"23178",0,15.7,15.7
"23179",0,15.7,15.7
"23180",0,15.7,15.7
"23181",0,15.7,15.7
"23182",0,15.7,15.7
"23183",0,15.7,15.7
"23184",0,15.7,15.7
"23185",0,31.4,31.4
"23186",0,76.55,76.55
"23187",0,76.55,76.55
"23188",0,15.7,15.7
"23189",0,31.4,31.4
"23190",0,31.4,31.4
"23191",0,15.7,15.7
"23192",0,31.4,31.4
"23193",0,31.4,31.4
"23194",0,31.4,31.4
"23195",0,31.4,31.4
"23196",0,31.4,31.4
"23197",7.85,31.4,39.25
"23198",1068.25,648.15,1716.4
"23199",1068.25,648.15,1716.4
"23200",1068.25,648.15,1716.4
"23201",1068.25,648.15,1716.4
"23202",1068.25,648.15,1716.4
"23203",448.2,648.15,1096.35
"23204",1068.25,648.15,1716.4
"23205",1068.25,648.15,1716.4
"23206",1068.25,648.15,1716.4
"23207",1068.25,648.15,1716.4
"23208",1068.25,648.15,1716.4
"23209",1068.25,648.15,1716.4
"23210",1068.25,648.15,1716.4
"23211",1068.25,648.15,1716.4
"23212",1068.25,648.15,1716.4
"23213",1068.25,648.15,1716.4
"23214",1068.25,648.15,1716.4
"23215",1068.25,648.15,1716.4
"23216",1068.25,648.15,1716.4
"23217",1068.25,648.15,1716.4
"23218",0,60.78,60.78
"23219",7.85,90.95,98.8
"23220",30.1,31.4,61.5
"23221",0,31.4,31.4
"23222",0,31.4,31.4
"23223",0,33.32,33.32
"23224",7.85,33.32,41.17
"23225",0,33.32,33.32
"23226",0,NA,NA
"23227",0,NA,NA
"23228",0,15.7,15.7
"23229",0,31.4,31.4
"23230",7.85,49.02,56.87
"23231",0,78.47,78.47
"23232",0,49.02,49.02
"23233",0,25.47,25.47
"23234",0,7.85,7.85
"23235",0,7.85,7.85
"23236",0,7.85,7.85
"23237",0,7.85,7.85
"23238",0,7.85,7.85
"23239",0,7.85,7.85
"23240",0,7.85,7.85
"23241",0,7.85,7.85
"23242",0,7.85,7.85
"23243",0,7.85,7.85
"23244",0,7.85,7.85
"23245",7.85,NA,NA
"23246",0,106.65,106.65
"23247",131.4,7.85,139.25
"23248",131.4,7.85,139.25
"23249",131.4,7.85,139.25
"23250",131.4,7.85,139.25
"23251",131.4,7.85,139.25
"23252",131.4,7.85,139.25
"23253",131.4,7.85,139.25
"23254",131.4,7.85,139.25
"23255",131.4,7.85,139.25
"23256",35.6,7.85,43.45
"23257",131.4,7.85,139.25
"23258",131.4,7.85,139.25
"23259",35.6,7.85,43.45
"23260",35.6,7.85,43.45
"23261",131.4,7.85,139.25
"23262",35.6,25.47,61.07
"23263",35.6,25.47,61.07
"23264",35.6,25.47,61.07
"23265",35.6,25.47,61.07
"23266",131.4,7.85,139.25
"23267",131.4,7.85,139.25
"23268",131.4,7.85,139.25
"23269",131.4,7.85,139.25
"23270",131.4,7.85,139.25
"23271",35.6,7.85,43.45
"23272",35.6,7.85,43.45
"23273",131.4,7.85,139.25
"23274",131.4,7.85,139.25
"23275",131.4,7.85,139.25
"23276",131.4,7.85,139.25
"23277",131.4,7.85,139.25
"23278",131.4,7.85,139.25
"23279",131.4,7.85,139.25
"23280",131.4,7.85,139.25
"23281",131.4,7.85,139.25
"23282",30.1,7.85,37.95
"23283",131.4,7.85,139.25
"23284",35.6,7.85,43.45
"23285",35.6,7.85,43.45
"23286",35.6,7.85,43.45
"23287",131.4,7.85,139.25
"23288",131.4,7.85,139.25
"23289",131.4,7.85,139.25
"23290",131.4,7.85,139.25
"23291",131.4,7.85,139.25
"23292",131.4,7.85,139.25
"23293",35.6,7.85,43.45
"23294",35.6,7.85,43.45
"23295",35.6,7.85,43.45
"23296",35.6,7.85,43.45
"23297",131.4,7.85,139.25
"23298",131.4,7.85,139.25
"23299",131.4,7.85,139.25
"23300",131.4,7.85,139.25
"23301",131.4,7.85,139.25
"23302",131.4,7.85,139.25
"23303",35.6,7.85,43.45
"23304",131.4,7.85,139.25
"23305",131.4,7.85,139.25
"23306",131.4,7.85,139.25
"23307",131.4,7.85,139.25
"23308",131.4,7.85,139.25
"23309",131.4,7.85,139.25
"23310",131.4,7.85,139.25
"23311",131.4,7.85,139.25
"23312",131.4,7.85,139.25
"23313",131.4,7.85,139.25
"23314",35.6,7.85,43.45
"23315",131.4,7.85,139.25
"23316",131.4,7.85,139.25
"23317",131.4,7.85,139.25
"23318",131.4,7.85,139.25
"23319",35.6,7.85,43.45
"23320",35.6,7.85,43.45
"23321",131.4,7.85,139.25
"23322",30.1,49.02,79.12
"23323",0,60.78,60.78
"23324",35.6,7.85,43.45
"23325",43.45,7.85,51.3
"23326",0,136.03,136.03
"23327",0,31.4,31.4
"23328",0,31.4,31.4
"23329",0,31.4,31.4
"23330",30.1,15.7,45.8
"23331",0,31.4,31.4
"23332",7.85,31.4,39.25
"23333",0,31.4,31.4
"23334",0,31.4,31.4
"23335",0,31.4,31.4
"23336",0,31.4,31.4
"23337",0,31.4,31.4
"23338",0,106.65,106.65
"23339",0,90.95,90.95
"23340",0,31.4,31.4
"23341",0,31.4,31.4
"23342",7.85,31.4,39.25
"23343",NA,31.4,NA
"23344",NA,31.4,NA
"23345",0,NA,NA
"23346",0,NA,NA
"23347",35.6,NA,NA
"23348",0,90.95,90.95
"23349",0,90.95,90.95
"23350",0,90.95,90.95
"23351",0,90.95,90.95
"23352",0,90.95,90.95
"23353",0,90.95,90.95
"23354",0,90.95,90.95
"23355",0,90.95,90.95
"23356",0,90.95,90.95
"23357",0,90.95,90.95
"23358",0,90.95,90.95
"23359",0,90.95,90.95
"23360",0,90.95,90.95
"23361",0,90.95,90.95
"23362",0,90.95,90.95
"23363",0,90.95,90.95
"23364",0,90.95,90.95
"23365",0,90.95,90.95
"23366",0,90.95,90.95
"23367",0,90.95,90.95
"23368",0,90.95,90.95
"23369",7.85,31.4,39.25
"23370",0,90.95,90.95
"23371",7.85,31.4,39.25
"23372",0,90.95,90.95
"23373",0,90.95,90.95
"23374",7.85,31.4,39.25
"23375",7.85,31.4,39.25
"23376",7.85,31.4,39.25
"23377",7.85,31.4,39.25
"23378",7.85,31.4,39.25
"23379",7.85,31.4,39.25
"23380",7.85,31.4,39.25
"23381",7.85,31.4,39.25
"23382",0,90.95,90.95
"23383",0,90.95,90.95
"23384",7.85,31.4,39.25
"23385",7.85,31.4,39.25
"23386",7.85,31.4,39.25
"23387",7.85,31.4,39.25
"23388",0,90.95,90.95
"23389",0,90.95,90.95
"23390",0,90.95,90.95
"23391",0,90.95,90.95
"23392",0,90.95,90.95
"23393",7.85,31.4,39.25
"23394",0,31.4,31.4
"23395",0,31.4,31.4
"23396",0,31.4,31.4
"23397",30.1,107.44,137.54
"23398",37.95,107.44,145.39
"23399",7.85,91.74,99.59
"23400",0,107.44,107.44
"23401",NA,1030.9,NA
"23402",NA,NA,NA
"23403",NA,NA,NA
"23404",379.75,NA,NA
"23405",NA,446.25,NA
"23406",NA,NA,NA
"23407",NA,NA,NA
"23408",403.65,520.65,924.3
"23409",500.95,NA,NA
"23410",NA,NA,NA
"23411",NA,NA,NA
"23412",403.65,NA,NA
"23413",403.65,NA,NA
"23414",NA,NA,NA
"23415",NA,477.25,NA
"23416",NA,NA,NA
"23417",NA,477.25,NA
"23418",NA,NA,NA
"23419",NA,477.25,NA
"23420",NA,477.25,NA
"23421",NA,477.25,NA
"23422",NA,477.25,NA
"23423",NA,477.25,NA
"23424",NA,477.25,NA
"23425",NA,477.25,NA
"23426",NA,477.25,NA
"23427",NA,477.25,NA
"23428",NA,477.25,NA
"23429",NA,477.25,NA
"23430",NA,477.25,NA
"23431",NA,477.25,NA
"23432",NA,477.25,NA
"23433",NA,477.25,NA
"23434",1108.65,477.25,1585.9
"23435",NA,477.25,NA
"23436",NA,477.25,NA
"23437",NA,477.25,NA
"23438",NA,477.25,NA
"23439",NA,477.25,NA
"23440",NA,477.25,NA
"23441",NA,477.25,NA
"23442",NA,477.25,NA
"23443",NA,477.25,NA
"23444",NA,477.25,NA
"23445",NA,477.25,NA
"23446",NA,477.25,NA
"23447",NA,477.25,NA
"23448",NA,477.25,NA
"23449",NA,477.25,NA
"23450",NA,477.25,NA
"23451",NA,477.25,NA
"23452",2006.65,477.25,2483.9
"23453",NA,477.25,NA
"23454",NA,477.25,NA
"23455",NA,477.25,NA
"23456",NA,477.25,NA
"23457",NA,477.25,NA
"23458",NA,477.25,NA
"23459",NA,477.25,NA
"23460",NA,477.25,NA
"23461",1005.45,NA,NA
"23462",NA,NA,NA
"23463",NA,NA,NA
"23464",NA,NA,NA
"23465",742.65,NA,NA
"23466",NA,NA,NA
"23467",NA,NA,NA
"23468",558.5,NA,NA
"23469",856.85,NA,NA
"23470",1730,NA,NA
"23471",1786.8,NA,NA
"23472",NA,NA,NA
"23473",NA,NA,NA
"23474",NA,NA,NA
"23475",866.15,NA,NA
"23476",NA,NA,NA
"23477",NA,NA,NA
"23478",866.15,NA,NA
"23479",7.85,NA,NA
"23480",7.85,NA,NA
"23481",0,7.85,7.85
"23482",7.85,136.03,143.88
"23483",0,7.85,7.85
"23484",7.85,91.74,99.59
"23485",0,83.89,83.89
"23486",595.6,1334.95,1930.55
"23487",NA,NA,NA
"23488",NA,625.1,NA
"23489",1299.8,NA,NA
"23490",1401.75,1121.16,2522.91
"23491",682.6,NA,NA
"23492",1161.8,860.34,2022.14
"23493",1108.95,1786.58,2895.53
"23494",1299.8,NA,NA
"23495",NA,625.1,NA
"23496",382,NA,NA
"23497",223.25,485.26,708.51
"23498",533.7,NA,NA
"23499",416,895.94,1311.94
"23500",616.85,NA,NA
"23501",844.3,NA,NA
"23502",534,854.14,1388.14
"23503",NA,860.34,NA
"23504",1751.2,NA,NA
"23505",426,NA,NA
"23506",1108.95,581.2,1690.15
"23507",NA,860.34,NA
"23508",1779,260.1,2039.1
"23509",1668.05,860.34,2528.39
"23510",478.95,655.25,1134.2
"23511",595.6,1334.95,1930.55
"23512",NA,767.5,NA
"23513",871.5,NA,NA
"23514",472.1,592.35,1064.45
"23515",NA,860.34,NA
"23516",NA,260.1,NA
"23517",NA,996.54,NA
"23518",500.5,260.1,760.6
"23519",416,895.94,1311.94
"23520",1399.9,NA,NA
"23521",583.65,260.1,843.75
"23522",NA,1964.83,NA
"23523",NA,1051.24,NA
"23524",NA,1063.14,NA
"23525",NA,860.34,NA
"23526",533.7,NA,NA
"23527",533.7,NA,NA
"23528",NA,861.32,NA
"23529",500.5,860.34,1360.84
"23530",500.5,1636.4,2136.9
"23531",835.5,NA,NA
"23532",583.65,260.1,843.75
"23533",554.5,NA,NA
"23534",NA,NA,NA
"23535",534,854.14,1388.14
"23536",621.9,2176.15,2798.05
"23537",1383.3,260.1,1643.4
"23538",1399.9,NA,NA
"23539",534,1063.14,1597.14
"23540",1399.9,1964.83,3364.73
"23541",1657.9,1786.58,3444.48
"23542",533.7,NA,NA
"23543",1383.3,260.1,1643.4
"23544",571.7,1365.42,1937.12
"23545",522,339.85,861.85
"23546",554.5,540.55,1095.05
"23547",NA,860.34,NA
"23548",NA,996.54,NA
"23549",NA,1853.68,NA
"23550",500.5,1640.6,2141.1
"23551",NA,1051.24,NA
"23552",844.3,NA,NA
"23553",871.5,NA,NA
"23554",571.7,1365.42,1937.12
"23555",NA,260.1,NA
"23556",855.4,NA,NA
"23557",2003.1,1457.95,3461.05
"23558",NA,860.34,NA
"23559",525.2,996.54,1521.74
"23560",478.95,NA,NA
"23561",1383.3,260.1,1643.4
"23562",NA,860.34,NA
"23563",NA,1964.83,NA
"23564",NA,996.54,NA
"23565",1140.7,488.25,1628.95
"23566",NA,1051.24,NA
"23567",835.5,2533.8,3369.3
"23568",NA,996.54,NA
"23569",NA,NA,NA
"23570",472.1,1786.58,2258.68
"23571",306.8,1904.35,2211.15
"23572",NA,860.34,NA
"23573",534,854.14,1388.14
"23574",533.7,NA,NA
"23575",NA,NA,NA
"23576",1099.8,1534.94,2634.74
"23577",855.4,NA,NA
"23578",605.7,351.7,957.4
"23579",478.95,870.25,1349.2
"23580",500.5,1640.6,2141.1
"23581",478.95,NA,NA
"23582",1634.55,607,2241.55
"23583",NA,977.75,NA
"23584",621.9,2176.15,2798.05
"23585",NA,1964.83,NA
"23586",478.95,3175,3653.95
"23587",500.5,860.34,1360.84
"23588",472.1,1386,1858.1
"23589",453.3,633,1086.3
"23590",500.5,2176.15,2676.65
"23591",500.5,860.34,1360.84
"23592",595.6,1334.95,1930.55
"23593",835.5,2533.8,3369.3
"23594",500.5,607,1107.5
"23595",595.6,854.14,1449.74
"23596",533.7,NA,NA
"23597",NA,854.14,NA
"23598",270.6,NA,NA
"23599",NA,860.34,NA
"23600",587.3,1889.58,2476.88
"23601",NA,381.3,NA
"23602",416,895.94,1311.94
"23603",1634.55,860.34,2494.89
"23604",1336.1,2019.72,3355.82
"23605",1299.8,NA,NA
"23606",1140.7,488.25,1628.95
"23607",426,NA,NA
"23608",500.5,1636.4,2136.9
"23609",871.5,NA,NA
"23610",NA,860.34,NA
"23611",NA,260.1,NA
"23612",583.65,260.1,843.75
"23613",1634.55,NA,NA
"23614",NA,860.34,NA
"23615",NA,760.55,NA
"23616",NA,860.34,NA
"23617",702,NA,NA
"23618",478.95,NA,NA
"23619",1619.8,1386,3005.8
"23620",NA,NA,NA
"23621",NA,NA,NA
"23622",1161.8,860.34,2022.14
"23623",1142.45,1070.32,2212.77
"23624",1399.9,1964.83,3364.73
"23625",533.7,NA,NA
"23626",NA,854.14,NA
"23627",583.65,260.1,843.75
"23628",956.25,NA,NA
"23629",NA,1063.14,NA
"23630",NA,331.3,NA
"23631",NA,1964.83,NA
"23632",1399.9,NA,NA
"23633",491.75,1086.84,1578.59
"23634",1634.55,260.1,1894.65
"23635",NA,1063.14,NA
"23636",NA,260.1,NA
"23637",478.95,NA,NA
"23638",NA,860.34,NA
"23639",NA,1051.24,NA
"23640",478.95,655.25,1134.2
"23641",472.1,592.35,1064.45
"23642",NA,653.75,NA
"23643",NA,NA,NA
"23644",472.1,1386,1858.1
"23645",270.6,NA,NA
"23646",472.1,2682.6,3154.7
"23647",NA,498.65,NA
"23648",1161.8,860.34,2022.14
"23649",472.1,471.15,943.25
"23650",1215.15,1568.44,2783.59
"23651",571.7,1365.42,1937.12
"23652",1399.9,NA,NA
"23653",534,1063.14,1597.14
"23654",NA,NA,NA
"23655",1108.95,1002.74,2111.69
"23656",NA,498.65,NA
"23657",500.5,1640.6,2141.1
"23658",500.5,2176.15,2676.65
"23659",426,NA,NA
"23660",871.5,NA,NA
"23661",1336.1,2019.72,3355.82
"23662",2003.1,1546,3549.1
"23663",491.75,NA,NA
"23664",500.5,1636.4,2136.9
"23665",NA,860.34,NA
"23666",NA,860.34,NA
"23667",NA,NA,NA
"23668",478.95,NA,NA
"23669",571.7,1365.42,1937.12
"23670",NA,331.3,NA
"23671",1657.9,592.35,2250.25
"23672",500.5,1640.6,2141.1
"23673",1399.9,NA,NA
"23674",1751.2,NA,NA
"23675",835.5,2533.8,3369.3
"23676",621.9,2176.15,2798.05
"23677",2008,NA,NA
"23678",478.95,NA,NA
"23679",1668.05,860.34,2528.39
"23680",621.9,2176.15,2798.05
"23681",NA,860.34,NA
"23682",533.7,NA,NA
"23683",NA,1064.12,NA
"23684",533.7,NA,NA
"23685",NA,260.1,NA
"23686",491.75,1086.84,1578.59
"23687",702,NA,NA
"23688",1455.6,2019.72,3475.32
"23689",533.7,NA,NA
"23690",518.4,1187.44,1705.84
"23691",1140.7,488.25,1628.95
"23692",871.5,NA,NA
"23693",478.95,655.25,1134.2
"23694",1399.9,1964.83,3364.73
"23695",1634.55,700.59,2335.14
"23696",1668.05,860.34,2528.39
"23697",529.7,530.2,1059.9
"23698",NA,1964.83,NA
"23699",1140.7,488.25,1628.95
"23700",571.7,1365.42,1937.12
"23701",650.2,NA,NA
"23702",NA,1064.12,NA
"23703",1399.9,NA,NA
"23704",2198.7,996.54,3195.24
"23705",621.9,2176.15,2798.05
"23706",NA,1063.14,NA
"23707",533.7,NA,NA
"23708",984.5,653.9,1638.4
"23709",500.5,860.34,1360.84
"23710",NA,860.34,NA
"23711",682.6,653.9,1336.5
"23712",422.1,NA,NA
"23713",NA,NA,NA
"23714",1108.95,581.2,1690.15
"23715",1399.9,NA,NA
"23716",1634.55,860.34,2494.89
"23717",NA,447.25,NA
"23718",1399.9,1964.83,3364.73
"23719",500.5,260.1,760.6
"23720",1455.6,2019.72,3475.32
"23721",871.5,NA,NA
"23722",621.9,2176.15,2798.05
"23723",NA,NA,NA
"23724",1634.55,260.1,1894.65
"23725",500.5,2176.15,2676.65
"23726",1336.1,2019.72,3355.82
"23727",571.7,1365.42,1937.12
"23728",NA,760.55,NA
"23729",379.85,1457.95,1837.8
"23730",379.85,1457.95,1837.8
"23731",379.85,1457.95,1837.8
"23732",379.85,1457.95,1837.8
"23733",379.85,1457.95,1837.8
"23734",379.85,1457.95,1837.8
"23735",NA,2049.8,NA
"23736",NA,2049.8,NA
"23737",NA,2049.8,NA
"23738",NA,2049.8,NA
"23739",NA,2049.8,NA
"23740",NA,2049.8,NA
"23741",NA,2049.8,NA
"23742",NA,2049.8,NA
"23743",NA,2049.8,NA
"23744",NA,2049.8,NA
"23745",NA,2049.8,NA
"23746",NA,2049.8,NA
"23747",NA,2049.8,NA
"23748",NA,2049.8,NA
"23749",NA,2152.8,NA
"23750",NA,NA,NA
"23751",NA,NA,NA
"23752",NA,NA,NA
"23753",NA,NA,NA
"23754",NA,NA,NA
"23755",NA,NA,NA
"23756",NA,NA,NA
"23757",NA,NA,NA
"23758",NA,NA,NA
"23759",NA,983.3,NA
"23760",NA,983.3,NA
"23761",NA,2233.9,NA
"23762",NA,2233.9,NA
"23763",0,31.4,31.4
"23764",0,31.4,31.4
"23765",0,31.4,31.4
"23766",0,31.4,31.4
"23767",0,31.4,31.4
"23768",0,31.4,31.4
"23769",0,31.4,31.4
"23770",0,31.4,31.4
"23771",35.6,15.7,51.3
"23772",0,28.25,28.25
"23773",0,103.5,103.5
"23774",7.85,28.25,36.1
"23775",7.85,28.25,36.1
"23776",30.1,28.25,58.35
"23777",30.1,28.25,58.35
"23778",0,28.25,28.25
"23779",NA,1097.62,NA
"23780",295.05,2412.1,2707.15
"23781",366.25,2159.6,2525.85
"23782",173.85,NA,NA
"23783",173.85,NA,NA
"23784",173.85,NA,NA
"23785",173.85,NA,NA
"23786",173.85,NA,NA
"23787",173.85,NA,NA
"23788",173.85,NA,NA
"23789",173.85,NA,NA
"23790",379.85,1514.75,1894.6
"23791",379.85,1514.75,1894.6
"23792",NA,1514.75,NA
"23793",NA,1514.75,NA
"23794",379.85,1514.75,1894.6
"23795",379.85,NA,NA
"23796",379.85,NA,NA
"23797",379.85,1514.75,1894.6
"23798",379.85,1514.75,1894.6
"23799",379.85,1514.75,1894.6
"23800",NA,1514.75,NA
"23801",NA,NA,NA
"23802",NA,1514.75,NA
