"","fw","rw","sum"
"4133",NA,NA,NA
"4134",NA,NA,NA
"4135",NA,NA,NA
"4136",NA,NA,NA
"4137",NA,NA,NA
"4138",355,NA,NA
"4139",355,NA,NA
"4140",NA,NA,NA
"4141",1754.45,NA,NA
"4142",NA,NA,NA
"4143",NA,NA,NA
"4144",1754.45,NA,NA
"4145",NA,NA,NA
"4146",1754.45,NA,NA
"4147",NA,NA,NA
"4148",NA,NA,NA
"4149",NA,NA,NA
"4150",433.5,NA,NA
"4151",NA,NA,NA
"4152",NA,NA,NA
"4153",NA,NA,NA
"4154",1762.3,NA,NA
"4155",NA,NA,NA
"4156",1762.3,NA,NA
"4157",NA,NA,NA
"4158",NA,NA,NA
"4159",NA,NA,NA
"4160",NA,NA,NA
"4161",NA,NA,NA
"4162",NA,NA,NA
"4163",NA,NA,NA
"4164",NA,NA,NA
"4165",NA,NA,NA
"4166",NA,NA,NA
"4167",NA,NA,NA
"4168",NA,NA,NA
"4169",NA,NA,NA
"4170",NA,NA,NA
"4171",NA,NA,NA
"4172",1762.3,NA,NA
"4173",NA,NA,NA
"4174",NA,NA,NA
"4175",NA,NA,NA
"4176",1762.3,NA,NA
"4177",NA,NA,NA
"4178",NA,NA,NA
"4179",NA,NA,NA
"4180",NA,NA,NA
"4181",NA,NA,NA
"4182",NA,NA,NA
"4183",NA,NA,NA
"4184",NA,NA,NA
"4185",NA,NA,NA
"4186",NA,NA,NA
"4187",NA,NA,NA
"4188",NA,NA,NA
"4189",NA,NA,NA
"4190",NA,NA,NA
"4191",NA,NA,NA
"4192",537.2,NA,NA
"4193",269,NA,NA
"4194",NA,NA,NA
"4195",269,NA,NA
"4196",NA,NA,NA
"4197",897.5,NA,NA
"4198",NA,NA,NA
"4199",NA,NA,NA
"4200",NA,NA,NA
"4201",NA,NA,NA
"4202",NA,NA,NA
"4203",897.5,NA,NA
"4204",NA,NA,NA
"4205",NA,NA,NA
"4206",NA,NA,NA
"4207",NA,NA,NA
"4208",NA,NA,NA
"4209",NA,NA,NA
"4210",NA,NA,NA
"4211",357,NA,NA
"4212",357,NA,NA
"4213",756.5,NA,NA
"4214",756.5,NA,NA
"4215",756.5,NA,NA
"4216",357,NA,NA
"4217",310,NA,NA
"4218",310,NA,NA
"4219",756.5,NA,NA
"4220",756.5,NA,NA
"4221",756.5,NA,NA
"4222",756.5,NA,NA
"4223",873.4,NA,NA
"4224",873.4,NA,NA
"4225",873.4,NA,NA
"4226",756.5,NA,NA
"4227",756.5,NA,NA
"4228",873.4,NA,NA
"4229",756.5,NA,NA
"4230",756.5,NA,NA
"4231",756.5,NA,NA
"4232",756.5,NA,NA
"4233",756.5,NA,NA
"4234",NA,NA,NA
"4235",NA,NA,NA
"4236",NA,NA,NA
"4237",NA,NA,NA
"4238",NA,NA,NA
"4239",NA,NA,NA
"4240",NA,NA,NA
"4241",NA,NA,NA
"4242",NA,NA,NA
"4243",NA,NA,NA
"4244",NA,NA,NA
"4245",NA,NA,NA
"4246",NA,NA,NA
"4247",NA,1752.68,NA
"4248",NA,1752.68,NA
"4249",NA,1752.68,NA
"4250",NA,1752.68,NA
"4251",NA,1752.68,NA
"4252",NA,NA,NA
"4253",NA,NA,NA
"4254",NA,NA,NA
"4255",NA,NA,NA
"4256",2107.85,NA,NA
"4257",NA,NA,NA
"4258",NA,NA,NA
"4259",NA,NA,NA
"4260",NA,NA,NA
"4261",NA,NA,NA
"4262",NA,NA,NA
"4263",NA,NA,NA
"4264",NA,NA,NA
"4265",225.7,NA,NA
"4266",NA,467.43,NA
"4267",NA,467.43,NA
"4268",NA,467.43,NA
"4269",NA,467.43,NA
"4270",1278.85,NA,NA
"4271",1278.85,NA,NA
"4272",1278.85,NA,NA
"4273",1278.85,NA,NA
"4274",1278.85,NA,NA
"4275",NA,NA,NA
"4276",1278.85,NA,NA
"4277",1278.85,NA,NA
"4278",1278.85,NA,NA
"4279",NA,NA,NA
"4280",1278.85,NA,NA
"4281",1278.85,NA,NA
"4282",1278.85,NA,NA
"4283",1278.85,NA,NA
"4284",NA,NA,NA
"4285",NA,NA,NA
"4286",1278.85,NA,NA
"4287",1278.85,NA,NA
"4288",NA,NA,NA
"4289",1278.85,NA,NA
"4290",1278.85,NA,NA
"4291",1278.85,NA,NA
"4292",1278.85,NA,NA
"4293",1278.85,NA,NA
"4294",1278.85,NA,NA
"4295",NA,NA,NA
"4296",NA,NA,NA
"4297",NA,NA,NA
"4298",NA,NA,NA
"4299",NA,NA,NA
"4300",NA,NA,NA
"4301",NA,NA,NA
"4302",NA,NA,NA
"4303",NA,NA,NA
"4304",NA,NA,NA
"4305",NA,NA,NA
"4306",NA,NA,NA
"4307",NA,NA,NA
"4308",NA,467.43,NA
"4309",1464.6,NA,NA
"4310",NA,NA,NA
"4311",NA,NA,NA
"4312",NA,NA,NA
"4313",NA,NA,NA
"4314",NA,NA,NA
"4315",NA,NA,NA
"4316",NA,NA,NA
"4317",NA,NA,NA
"4318",1464.6,NA,NA
"4319",NA,NA,NA
"4320",NA,NA,NA
"4321",715.4,901.2,1616.6
"4322",NA,NA,NA
"4323",NA,NA,NA
"4324",NA,NA,NA
"4325",NA,NA,NA
"4326",NA,NA,NA
"4327",512.7,NA,NA
"4328",591.65,NA,NA
"4329",512.7,NA,NA
"4330",NA,NA,NA
"4331",512.7,NA,NA
"4332",512.7,NA,NA
"4333",512.7,NA,NA
"4334",512.7,NA,NA
"4335",512.7,NA,NA
"4336",512.7,NA,NA
"4337",512.7,NA,NA
"4338",512.7,NA,NA
"4339",512.7,NA,NA
"4340",512.7,NA,NA
"4341",NA,NA,NA
"4342",NA,NA,NA
"4343",NA,NA,NA
"4344",NA,NA,NA
"4345",932,NA,NA
"4346",932,NA,NA
"4347",932,NA,NA
"4348",932,NA,NA
"4349",NA,NA,NA
"4350",NA,NA,NA
"4351",NA,NA,NA
"4352",NA,NA,NA
"4353",NA,NA,NA
"4354",NA,NA,NA
"4355",NA,NA,NA
"4356",NA,NA,NA
"4357",NA,NA,NA
"4358",NA,NA,NA
"4359",NA,NA,NA
"4360",NA,NA,NA
"4361",NA,NA,NA
"4362",NA,NA,NA
"4363",NA,NA,NA
"4364",1542.05,NA,NA
"4365",1542.05,NA,NA
"4366",1542.05,NA,NA
"4367",1668.25,NA,NA
"4368",723.9,NA,NA
"4369",723.9,NA,NA
"4370",723.9,NA,NA
"4371",868.6,NA,NA
"4372",757.8,NA,NA
"4373",868.6,NA,NA
"4374",868.6,NA,NA
"4375",1032.45,NA,NA
"4376",NA,NA,NA
"4377",NA,NA,NA
"4378",NA,NA,NA
"4379",NA,NA,NA
"4380",NA,NA,NA
"4381",1871.45,NA,NA
"4382",1871.45,NA,NA
"4383",1871.45,NA,NA
"4384",1871.45,NA,NA
"4385",1871.45,NA,NA
"4386",1871.45,NA,NA
"4387",1871.45,NA,NA
"4388",1871.45,NA,NA
"4389",1871.45,NA,NA
"4390",1871.45,NA,NA
"4391",1975.15,NA,NA
"4392",1975.15,NA,NA
"4393",1975.15,NA,NA
"4394",1729.05,1104,2833.05
"4395",1729.05,1104,2833.05
"4396",1729.05,1104,2833.05
"4397",NA,NA,NA
"4398",NA,NA,NA
"4399",NA,NA,NA
"4400",NA,NA,NA
"4401",NA,NA,NA
"4402",NA,NA,NA
"4403",NA,NA,NA
"4404",NA,NA,NA
"4405",NA,NA,NA
"4406",NA,NA,NA
"4407",NA,NA,NA
"4408",NA,NA,NA
"4409",NA,NA,NA
"4410",NA,NA,NA
"4411",NA,NA,NA
"4412",NA,NA,NA
"4413",NA,NA,NA
"4414",NA,NA,NA
"4415",NA,NA,NA
"4416",1804.6,NA,NA
"4417",1804.6,NA,NA
"4418",1804.6,NA,NA
"4419",1804.6,NA,NA
"4420",1804.6,NA,NA
"4421",1804.6,NA,NA
"4422",1581.7,NA,NA
"4423",1581.7,NA,NA
"4424",1581.7,NA,NA
"4425",530.4,NA,NA
"4426",530.4,NA,NA
"4427",530.4,NA,NA
"4428",530.4,NA,NA
"4429",530.4,NA,NA
"4430",NA,NA,NA
"4431",NA,NA,NA
"4432",NA,NA,NA
"4433",530.4,NA,NA
"4434",530.4,NA,NA
"4435",530.4,NA,NA
"4436",530.4,NA,NA
"4437",530.4,NA,NA
"4438",530.4,NA,NA
"4439",1200.3,NA,NA
"4440",1200.3,NA,NA
"4441",1200.3,NA,NA
"4442",1200.3,NA,NA
"4443",1200.3,NA,NA
"4444",NA,NA,NA
"4445",NA,NA,NA
"4446",NA,NA,NA
"4447",NA,NA,NA
"4448",NA,NA,NA
"4449",NA,NA,NA
"4450",1585.15,NA,NA
"4451",1585.15,NA,NA
"4452",NA,NA,NA
"4453",NA,NA,NA
"4454",1585.15,NA,NA
"4455",1585.15,NA,NA
"4456",NA,NA,NA
"4457",1585.15,NA,NA
"4458",1585.15,NA,NA
"4459",1585.15,NA,NA
"4460",1585.15,NA,NA
"4461",1585.15,NA,NA
"4462",759.7,NA,NA
"4463",759.7,NA,NA
"4464",759.7,NA,NA
"4465",759.7,NA,NA
"4466",759.7,NA,NA
"4467",759.7,NA,NA
"4468",759.7,NA,NA
"4469",759.7,NA,NA
"4470",759.7,NA,NA
"4471",759.7,NA,NA
"4472",759.7,NA,NA
"4473",759.7,NA,NA
"4474",759.7,NA,NA
"4475",759.7,NA,NA
"4476",759.7,NA,NA
"4477",759.7,NA,NA
"4478",759.7,NA,NA
"4479",759.7,NA,NA
"4480",759.7,NA,NA
"4481",759.7,NA,NA
"4482",759.7,NA,NA
"4483",759.7,NA,NA
"4484",759.7,NA,NA
"4485",759.7,NA,NA
"4486",759.7,NA,NA
"4487",759.7,NA,NA
"4488",759.7,NA,NA
"4489",759.7,NA,NA
"4490",759.7,NA,NA
"4491",759.7,NA,NA
"4492",759.7,NA,NA
"4493",759.7,NA,NA
"4494",300,NA,NA
"4495",321.65,NA,NA
"4496",321.65,NA,NA
"4497",321.65,NA,NA
"4498",321.65,NA,NA
"4499",726.2,NA,NA
"4500",726.2,NA,NA
"4501",726.2,NA,NA
"4502",726.2,NA,NA
"4503",726.2,NA,NA
"4504",726.2,NA,NA
"4505",726.2,NA,NA
"4506",726.2,NA,NA
"4507",726.2,NA,NA
"4508",726.2,NA,NA
"4509",726.2,NA,NA
"4510",726.2,NA,NA
"4511",726.2,NA,NA
"4512",726.2,NA,NA
"4513",726.2,NA,NA
"4514",726.2,NA,NA
"4515",726.2,NA,NA
"4516",654.4,NA,NA
"4517",931.5,NA,NA
"4518",931.5,NA,NA
"4519",931.5,NA,NA
"4520",931.5,NA,NA
"4521",931.5,NA,NA
"4522",931.5,NA,NA
"4523",931.5,NA,NA
"4524",931.5,NA,NA
"4525",931.5,NA,NA
"4526",931.5,NA,NA
"4527",931.5,NA,NA
"4528",931.5,NA,NA
"4529",931.5,NA,NA
"4530",931.5,NA,NA
"4531",931.5,NA,NA
"4532",931.5,NA,NA
"4533",931.5,NA,NA
"4534",NA,NA,NA
"4535",406,NA,NA
"4536",406,1139.24,1545.24
"4537",1100.3,NA,NA
"4538",1100.3,NA,NA
"4539",1100.3,NA,NA
"4540",1100.3,NA,NA
"4541",1100.3,NA,NA
"4542",1100.3,NA,NA
"4543",1100.3,NA,NA
"4544",1100.3,NA,NA
"4545",1100.3,NA,NA
"4546",1100.3,NA,NA
"4547",897.5,NA,NA
"4548",897.5,NA,NA
"4549",897.5,NA,NA
"4550",897.5,NA,NA
"4551",897.5,NA,NA
"4552",897.5,NA,NA
"4553",897.5,NA,NA
"4554",897.5,NA,NA
"4555",0,31.4,31.4
"4556",0,31.4,31.4
"4557",0,31.4,31.4
"4558",0,31.4,31.4
"4559",0,31.4,31.4
"4560",0,31.4,31.4
"4561",0,31.4,31.4
"4562",0,31.4,31.4
"4563",0,31.4,31.4
"4564",0,31.4,31.4
"4565",0,31.4,31.4
"4566",0,31.4,31.4
"4567",0,31.4,31.4
"4568",0,31.4,31.4
"4569",0,31.4,31.4
"4570",0,31.4,31.4
"4571",0,31.4,31.4
"4572",0,106.65,106.65
"4573",0,106.65,106.65
"4574",0,106.65,106.65
"4575",7.85,31.4,39.25
"4576",7.85,31.4,39.25
"4577",0,NA,NA
"4578",0,31.4,31.4
"4579",0,31.4,31.4
"4580",7.85,31.4,39.25
"4581",0,31.4,31.4
"4582",0,31.4,31.4
"4583",0,31.4,31.4
"4584",0,31.4,31.4
"4585",0,31.4,31.4
"4586",7.85,31.4,39.25
"4587",0,15.7,15.7
"4588",0,7.85,7.85
"4589",7.85,60.78,68.63
"4590",7.85,60.78,68.63
"4591",7.85,60.78,68.63
"4592",7.85,60.78,68.63
"4593",7.85,60.78,68.63
"4594",7.85,60.78,68.63
"4595",7.85,60.78,68.63
"4596",0,7.85,7.85
"4597",0,7.85,7.85
"4598",0,7.85,7.85
"4599",0,7.85,7.85
"4600",0,7.85,7.85
"4601",0,7.85,7.85
"4602",0,7.85,7.85
"4603",0,7.85,7.85
"4604",0,7.85,7.85
"4605",0,7.85,7.85
"4606",0,7.85,7.85
"4607",0,7.85,7.85
"4608",0,7.85,7.85
"4609",0,7.85,7.85
"4610",0,7.85,7.85
"4611",0,7.85,7.85
"4612",0,7.85,7.85
"4613",0,7.85,7.85
"4614",0,7.85,7.85
"4615",0,7.85,7.85
"4616",0,7.85,7.85
"4617",0,7.85,7.85
"4618",0,7.85,7.85
"4619",0,7.85,7.85
"4620",0,7.85,7.85
"4621",0,7.85,7.85
"4622",0,7.85,7.85
"4623",0,7.85,7.85
"4624",0,7.85,7.85
"4625",0,7.85,7.85
"4626",0,7.85,7.85
"4627",0,7.85,7.85
"4628",0,7.85,7.85
"4629",0,7.85,7.85
"4630",0,7.85,7.85
"4631",0,7.85,7.85
"4632",0,7.85,7.85
"4633",0,7.85,7.85
"4634",0,7.85,7.85
"4635",7.85,31.4,39.25
"4636",30.1,124.27,154.37
"4637",30.1,124.27,154.37
"4638",0,124.27,124.27
"4639",0,124.27,124.27
"4640",0,124.27,124.27
"4641",0,124.27,124.27
"4642",0,124.27,124.27
"4643",0,124.27,124.27
"4644",0,124.27,124.27
"4645",0,124.27,124.27
"4646",0,124.27,124.27
"4647",0,124.27,124.27
"4648",0,124.27,124.27
"4649",0,124.27,124.27
"4650",0,124.27,124.27
"4651",0,124.27,124.27
"4652",0,124.27,124.27
"4653",0,124.27,124.27
"4654",0,124.27,124.27
"4655",0,124.27,124.27
"4656",0,124.27,124.27
"4657",0,124.27,124.27
"4658",0,124.27,124.27
"4659",0,124.27,124.27
"4660",0,49.02,49.02
"4661",0,106.65,106.65
"4662",0,36.1,36.1
"4663",0,36.1,36.1
"4664",0,36.1,36.1
"4665",0,36.1,36.1
"4666",0,36.1,36.1
"4667",0,36.1,36.1
"4668",0,36.1,36.1
"4669",30.1,49.02,79.12
"4670",0,124.27,124.27
"4671",0,124.27,124.27
"4672",0,124.27,124.27
"4673",0,124.27,124.27
"4674",0,NA,NA
"4675",0,124.27,124.27
"4676",0,124.27,124.27
"4677",0,124.27,124.27
"4678",0,124.27,124.27
"4679",0,124.27,124.27
"4680",0,124.27,124.27
"4681",0,124.27,124.27
"4682",0,124.27,124.27
"4683",0,124.27,124.27
"4684",0,124.27,124.27
"4685",0,124.27,124.27
"4686",0,124.27,124.27
"4687",0,124.27,124.27
"4688",0,124.27,124.27
"4689",0,124.27,124.27
"4690",0,124.27,124.27
"4691",0,124.27,124.27
"4692",0,124.27,124.27
"4693",0,124.27,124.27
"4694",0,124.27,124.27
"4695",0,124.27,124.27
"4696",0,124.27,124.27
"4697",0,124.27,124.27
"4698",0,124.27,124.27
"4699",0,124.27,124.27
"4700",0,124.27,124.27
"4701",0,124.27,124.27
"4702",0,124.27,124.27
"4703",0,124.27,124.27
"4704",0,124.27,124.27
"4705",0,124.27,124.27
"4706",0,124.27,124.27
"4707",0,124.27,124.27
"4708",0,124.27,124.27
"4709",0,124.27,124.27
"4710",0,124.27,124.27
"4711",0,124.27,124.27
"4712",0,124.27,124.27
"4713",0,124.27,124.27
"4714",0,124.27,124.27
"4715",0,31.4,31.4
"4716",43.45,49.02,92.47
"4717",35.6,49.02,84.62
"4718",35.6,49.02,84.62
"4719",0,49.02,49.02
"4720",7.85,25.47,33.32
"4721",7.85,25.47,33.32
"4722",7.85,25.47,33.32
"4723",7.85,25.47,33.32
"4724",7.85,25.47,33.32
"4725",7.85,25.47,33.32
"4726",7.85,25.47,33.32
"4727",7.85,25.47,33.32
"4728",7.85,25.47,33.32
"4729",7.85,25.47,33.32
"4730",7.85,25.47,33.32
"4731",35.6,56.9,92.5
"4732",35.6,56.9,92.5
"4733",35.6,56.9,92.5
"4734",0,7.85,7.85
"4735",0,7.85,7.85
"4736",0,25.47,25.47
"4737",0,25.47,25.47
"4738",0,7.85,7.85
"4739",0,25.47,25.47
"4740",30.1,25.47,55.57
"4741",30.1,25.47,55.57
"4742",0,25.47,25.47
"4743",0,25.47,25.47
"4744",0,25.47,25.47
"4745",0,25.47,25.47
"4746",0,25.47,25.47
"4747",0,25.47,25.47
"4748",0,25.47,25.47
"4749",0,25.47,25.47
"4750",0,25.47,25.47
"4751",0,25.47,25.47
"4752",0,25.47,25.47
"4753",0,25.47,25.47
"4754",0,25.47,25.47
"4755",0,25.47,25.47
"4756",0,25.47,25.47
"4757",0,78.47,78.47
"4758",0,78.47,78.47
"4759",0,78.47,78.47
"4760",0,78.47,78.47
"4761",0,78.47,78.47
"4762",0,78.47,78.47
"4763",0,78.47,78.47
"4764",0,78.47,78.47
"4765",0,78.47,78.47
"4766",0,78.47,78.47
"4767",0,78.47,78.47
"4768",0,78.47,78.47
"4769",0,78.47,78.47
"4770",0,31.4,31.4
"4771",35.6,31.4,67
"4772",0,31.4,31.4
"4773",0,31.4,31.4
"4774",0,31.4,31.4
"4775",43.45,31.4,74.85
"4776",43.45,31.4,74.85
"4777",43.45,31.4,74.85
"4778",43.45,31.4,74.85
"4779",43.45,31.4,74.85
"4780",43.45,31.4,74.85
"4781",43.45,31.4,74.85
"4782",43.45,31.4,74.85
"4783",43.45,31.4,74.85
"4784",43.45,31.4,74.85
"4785",43.45,31.4,74.85
"4786",43.45,31.4,74.85
"4787",43.45,31.4,74.85
"4788",0,15.7,15.7
"4789",43.45,25.47,68.92
"4790",35.6,25.47,61.07
"4791",35.6,25.47,61.07
"4792",35.6,25.47,61.07
"4793",35.6,106.65,142.25
"4794",35.6,106.65,142.25
"4795",35.6,106.65,142.25
"4796",35.6,106.65,142.25
"4797",35.6,106.65,142.25
"4798",35.6,136.03,171.63
"4799",35.6,106.65,142.25
"4800",35.6,106.65,142.25
"4801",35.6,106.65,142.25
"4802",35.6,136.03,171.63
"4803",35.6,106.65,142.25
"4804",35.6,106.65,142.25
"4805",35.6,106.65,142.25
"4806",35.6,106.65,142.25
"4807",35.6,136.03,171.63
"4808",35.6,136.03,171.63
"4809",35.6,106.65,142.25
"4810",35.6,106.65,142.25
"4811",35.6,136.03,171.63
"4812",35.6,106.65,142.25
"4813",35.6,106.65,142.25
"4814",35.6,106.65,142.25
"4815",35.6,106.65,142.25
"4816",35.6,106.65,142.25
"4817",35.6,106.65,142.25
"4818",0,7.85,7.85
"4819",0,7.85,7.85
"4820",0,7.85,7.85
"4821",0,7.85,7.85
"4822",0,7.85,7.85
"4823",0,7.85,7.85
"4824",0,7.85,7.85
"4825",0,7.85,7.85
"4826",0,7.85,7.85
"4827",0,7.85,7.85
"4828",0,7.85,7.85
"4829",0,7.85,7.85
"4830",0,7.85,7.85
"4831",0,7.85,7.85
"4832",0,7.85,7.85
"4833",0,7.85,7.85
"4834",0,NA,NA
"4835",0,7.85,7.85
"4836",0,7.85,7.85
"4837",0,7.85,7.85
"4838",0,7.85,7.85
"4839",0,7.85,7.85
"4840",0,7.85,7.85
"4841",0,7.85,7.85
"4842",0,7.85,7.85
"4843",0,7.85,7.85
"4844",0,31.4,31.4
"4845",7.85,25.47,33.32
"4846",7.85,25.47,33.32
"4847",7.85,25.47,33.32
"4848",7.85,25.47,33.32
"4849",7.85,25.47,33.32
"4850",0,15.7,15.7
"4851",0,15.7,15.7
"4852",0,15.7,15.7
"4853",0,15.7,15.7
"4854",0,15.7,15.7
"4855",0,15.7,15.7
"4856",0,15.7,15.7
"4857",0,15.7,15.7
"4858",0,15.7,15.7
"4859",0,15.7,15.7
"4860",0,15.7,15.7
"4861",0,15.7,15.7
"4862",0,15.7,15.7
"4863",0,15.7,15.7
"4864",0,15.7,15.7
"4865",7.85,25.47,33.32
"4866",7.85,25.47,33.32
"4867",7.85,25.47,33.32
"4868",7.85,25.47,33.32
"4869",0,90.95,90.95
"4870",0,90.95,90.95
"4871",0,90.95,90.95
"4872",0,90.95,90.95
"4873",30.1,15.7,45.8
"4874",0,31.4,31.4
"4875",0,31.4,31.4
"4876",0,31.4,31.4
"4877",0,31.4,31.4
"4878",0,31.4,31.4
"4879",0,31.4,31.4
"4880",7.85,31.4,39.25
"4881",7.85,31.4,39.25
"4882",7.85,31.4,39.25
"4883",0,NA,NA
"4884",0,33.32,33.32
"4885",0,33.32,33.32
"4886",0,33.32,33.32
"4887",0,33.32,33.32
"4888",0,31.4,31.4
"4889",0,31.4,31.4
"4890",0,31.4,31.4
"4891",0,37.23,37.23
"4892",35.6,31.4,67
"4893",0,31.4,31.4
"4894",0,31.4,31.4
"4895",0,31.4,31.4
"4896",0,49.02,49.02
"4897",0,49.02,49.02
"4898",0,49.02,49.02
"4899",0,49.02,49.02
"4900",0,49.02,49.02
"4901",0,49.02,49.02
"4902",0,7.85,7.85
"4903",0,7.85,7.85
"4904",0,7.85,7.85
"4905",0,NA,NA
"4906",0,7.85,7.85
"4907",0,49.02,49.02
"4908",0,49.02,49.02
"4909",0,49.02,49.02
"4910",0,49.02,49.02
"4911",0,49.02,49.02
"4912",0,49.02,49.02
"4913",0,49.02,49.02
"4914",0,49.02,49.02
"4915",0,49.02,49.02
"4916",0,49.02,49.02
"4917",0,49.02,49.02
"4918",0,49.02,49.02
"4919",0,49.02,49.02
"4920",0,49.02,49.02
"4921",0,49.02,49.02
"4922",0,31.4,31.4
"4923",0,31.4,31.4
"4924",0,31.4,31.4
"4925",0,31.4,31.4
"4926",0,31.4,31.4
"4927",0,31.4,31.4
"4928",0,31.4,31.4
"4929",0,31.4,31.4
"4930",0,31.4,31.4
"4931",0,31.4,31.4
"4932",0,31.4,31.4
"4933",0,31.4,31.4
"4934",0,31.4,31.4
"4935",0,31.4,31.4
"4936",0,31.4,31.4
"4937",0,60.78,60.78
"4938",0,60.78,60.78
"4939",0,60.78,60.78
"4940",0,60.78,60.78
"4941",0,60.78,60.78
"4942",0,31.4,31.4
"4943",0,60.78,60.78
"4944",0,60.78,60.78
"4945",0,31.4,31.4
"4946",0,31.4,31.4
"4947",0,31.4,31.4
"4948",0,31.4,31.4
"4949",0,31.4,31.4
"4950",0,31.4,31.4
"4951",0,31.4,31.4
"4952",7.85,25.47,33.32
"4953",7.85,25.47,33.32
"4954",7.85,25.47,33.32
"4955",0,49.02,49.02
"4956",0,49.02,49.02
"4957",0,49.02,49.02
"4958",0,49.02,49.02
"4959",0,49.02,49.02
"4960",0,49.02,49.02
"4961",0,49.02,49.02
"4962",0,49.02,49.02
"4963",0,49.02,49.02
"4964",0,49.02,49.02
"4965",0,49.02,49.02
"4966",0,49.02,49.02
"4967",0,49.02,49.02
"4968",0,49.02,49.02
"4969",0,NA,NA
"4970",0,31.4,31.4
"4971",0,31.4,31.4
"4972",0,31.4,31.4
"4973",0,31.4,31.4
"4974",0,15.7,15.7
"4975",0,15.7,15.7
"4976",0,15.7,15.7
"4977",0,15.7,15.7
"4978",0,15.7,15.7
"4979",0,15.7,15.7
"4980",0,15.7,15.7
"4981",0,15.7,15.7
"4982",0,15.7,15.7
"4983",0,15.7,15.7
"4984",0,15.7,15.7
"4985",0,15.7,15.7
"4986",0,15.7,15.7
"4987",0,15.7,15.7
"4988",0,15.7,15.7
"4989",0,15.7,15.7
"4990",0,15.7,15.7
"4991",0,15.7,15.7
"4992",7.85,15.7,23.55
"4993",7.85,15.7,23.55
"4994",7.85,15.7,23.55
"4995",7.85,15.7,23.55
"4996",7.85,15.7,23.55
"4997",7.85,15.7,23.55
"4998",7.85,15.7,23.55
"4999",7.85,15.7,23.55
"5000",7.85,15.7,23.55
"5001",7.85,15.7,23.55
"5002",7.85,15.7,23.55
"5003",7.85,15.7,23.55
"5004",0,15.7,15.7
"5005",7.85,15.7,23.55
"5006",7.85,15.7,23.55
"5007",7.85,15.7,23.55
"5008",7.85,NA,NA
"5009",7.85,15.7,23.55
"5010",7.85,15.7,23.55
"5011",7.85,15.7,23.55
"5012",7.85,15.7,23.55
"5013",7.85,15.7,23.55
"5014",7.85,15.7,23.55
"5015",7.85,15.7,23.55
"5016",7.85,15.7,23.55
"5017",0,15.7,15.7
"5018",0,15.7,15.7
"5019",0,15.7,15.7
"5020",0,15.7,15.7
"5021",0,15.7,15.7
"5022",0,15.7,15.7
"5023",0,15.7,15.7
"5024",0,15.7,15.7
"5025",0,15.7,15.7
"5026",0,15.7,15.7
"5027",0,15.7,15.7
"5028",0,15.7,15.7
"5029",0,15.7,15.7
"5030",0,15.7,15.7
"5031",0,15.7,15.7
"5032",0,15.7,15.7
"5033",0,15.7,15.7
"5034",0,15.7,15.7
"5035",0,15.7,15.7
"5036",0,15.7,15.7
"5037",0,15.7,15.7
"5038",0,15.7,15.7
"5039",0,15.7,15.7
"5040",0,15.7,15.7
"5041",0,15.7,15.7
"5042",0,15.7,15.7
"5043",0,15.7,15.7
"5044",0,15.7,15.7
"5045",0,15.7,15.7
"5046",35.6,15.7,51.3
"5047",0,15.7,15.7
"5048",0,31.5,31.5
"5049",0,15.7,15.7
"5050",0,NA,NA
"5051",0,33.32,33.32
"5052",0,33.32,33.32
"5053",0,33.32,33.32
"5054",0,33.32,33.32
"5055",0,33.32,33.32
"5056",0,15.7,15.7
"5057",37.95,94.17,132.12
"5058",37.95,49.02,86.97
"5059",0,31.4,31.4
"5060",0,31.4,31.4
"5061",0,31.4,31.4
"5062",0,31.4,31.4
"5063",0,31.4,31.4
"5064",0,31.4,31.4
"5065",0,31.4,31.4
"5066",0,31.4,31.4
"5067",0,31.4,31.4
"5068",0,31.4,31.4
"5069",0,15.7,15.7
"5070",0,15.7,15.7
"5071",0,15.7,15.7
"5072",0,15.7,15.7
"5073",0,15.7,15.7
"5074",0,15.7,15.7
"5075",0,15.7,15.7
"5076",0,15.7,15.7
"5077",0,49.02,49.02
"5078",0,25.47,25.47
"5079",30.1,31.4,61.5
"5080",0,7.85,7.85
"5081",0,83.1,83.1
"5082",30.1,105.93,136.03
"5083",0,7.85,7.85
"5084",0,7.85,7.85
"5085",35.6,7.85,43.45
"5086",0,107.44,107.44
"5087",0,107.44,107.44
"5088",0,107.44,107.44
"5089",37.95,107.44,145.39
"5090",30.1,49.02,79.12
"5091",0,51.8,51.8
"5092",0,7.85,7.85
"5093",0,25.47,25.47
"5094",0,49.02,49.02
"5095",0,31.4,31.4
"5096",0,106.65,106.65
"5097",0,25.47,25.47
"5098",0,25.47,25.47
"5099",0,7.85,7.85
"5100",0,7.85,7.85
"5101",0,7.85,7.85
"5102",0,25.47,25.47
"5103",0,25.47,25.47
"5104",0,25.47,25.47
"5105",0,7.85,7.85
"5106",0,31.4,31.4
"5107",35.6,7.85,43.45
"5108",0,124.27,124.27
"5109",0,53,53
"5110",0,83.89,83.89
"5111",0,33.32,33.32
"5112",30.1,7.85,37.95
"5113",0,31.4,31.4
"5114",30.1,83.1,113.2
"5115",7.85,25.47,33.32
"5116",30.1,83.1,113.2
"5117",7.85,25.47,33.32
"5118",0,49.02,49.02
"5119",0,33.32,33.32
"5120",7.85,49.02,56.87
"5121",0,33.32,33.32
